"","time","tweet_id","sentiment_score","location"
"277","Fri May 01 06:11:55 +0000 2020",1256104042595356672,0.2,"Mainpuri, India"
"278","Fri May 01 06:12:48 +0000 2020",1256104265510203392,-0.155555555555556,"Sagar, India"
"279","Fri May 01 06:12:50 +0000 2020",1256104272837689344,0,"Yanam, India"
"280","Fri May 01 06:13:05 +0000 2020",1256104335299063808,0,"Siliguri, India"
"281","Fri May 01 06:13:06 +0000 2020",1256104338843287552,0.0704545454545455,"Bharuch, India"
"282","Fri May 01 06:13:25 +0000 2020",1256104421013897216,0.4,"Bettiah, India"
"283","Fri May 01 06:13:28 +0000 2020",1256104430228738048,0.4,"New Delhi, India"
"284","Fri May 01 06:13:58 +0000 2020",1256104557634965504,0.55,"Silchar, India"
"285","Fri May 01 06:14:00 +0000 2020",1256104567516749824,0.233333333333333,"Rajahmundry, India"
"286","Fri May 01 06:14:38 +0000 2020",1256104727072378880,0.0319727891156463,"New Delhi, India"
"287","Fri May 01 06:14:43 +0000 2020",1256104744822599680,0.6,"Bengaluru South, India"
"288","Fri May 01 06:14:48 +0000 2020",1256104766645497856,-0.1,"Egmore Nungambakkam, India"
"289","Fri May 01 06:14:54 +0000 2020",1256104790486134784,-0.125,"Nagpur, India"
"290","Fri May 01 06:15:17 +0000 2020",1256104887152041984,0,"Kashipur, India"
"291","Fri May 01 06:15:31 +0000 2020",1256104949756248064,0.2,"Bhubaneshwar, India"
"292","Fri May 01 06:15:48 +0000 2020",1256105018173714432,-0.00568181818181818,"Mumbai, India"
"293","Fri May 01 06:15:48 +0000 2020",1256105019956326400,0.4,"Haveli, India"
"294","Fri May 01 06:15:51 +0000 2020",1256105031260135424,0,"Lucknow, India"
"295","Fri May 01 06:16:18 +0000 2020",1256105146641080320,0.025,"Chennai, India"
"296","Fri May 01 06:16:19 +0000 2020",1256105150373978112,0.766666666666667,"Rajasthan, India"
"297","Fri May 01 06:16:20 +0000 2020",1256105152135655424,0.183333333333333,"Kalyan Dombivali, India"
"298","Fri May 01 06:16:22 +0000 2020",1256105162982252544,0.333333333333333,"Kendujhar, India"
"299","Fri May 01 06:16:44 +0000 2020",1256105254535520256,1,"Kakinada, India"
